time,value
1,99.67
2,100.85
3,105.63
4,110.63
5,111.12
6,106.71
7,105.3
8,121.43
9,122.22
10,121.28
11,121.68
12,125.37
13,132.97
14,116.52
15,121.96
16,130.81
17,145.13
18,141.35
19,135.9
20,135.25
21,139.24
22,140.73
23,143.52
24,137.19
25,131.16
26,153.18
27,139.46
28,149.44
29,171.9
30,143.14
31,172.57
32,154.58
33,158.59
34,171.41
35,166.15
36,159.86
37,164.32
38,164.53
39,153.7
40,170.92
41,176.89
42,191.67
43,179.28
44,167.27
45,179.03
46,189.45
47,184.76
48,178.69
49,185.04
50,182.29
51,199.36
52,189.4
53,191.53
54,198.17
55,214.23
56,199.09
57,180.13
58,204.18
59,199.98
60,198.99
