time,value
1,105.97
2,108.18
3,119.27
4,116.08
5,114.64
6,106.81
7,99.05
8,98.64
9,106.85
10,121.57
11,122.66
12,104.47
13,117.06
14,122.15
15,124.72
16,118.48
17,145.99
18,125.57
19,121.65
20,134.86
21,147.91
22,142.5
23,148.99
24,132.7
25,154.45
26,158.07
27,156.08
28,150.79
29,133.13
30,156.48
31,158.36
32,158.11
33,179.22
34,151.36
35,169.22
36,159.24
37,163.27
38,168.22
39,157.93
40,156.83
41,182.2
42,194.29
43,170.35
44,176.46
45,174.94
46,180.35
47,190.19
48,207.82
49,192.16
50,191.53
51,188.3
52,187.26
53,181.66
54,202.78
55,206.29
56,210.37
57,213.74
58,207.12
59,212.98
60,209.17
