time,value
1,106.81
2,114.32
3,103.42
4,116.69
5,121.48
6,97.38
7,105.96
8,114.38
9,112.68
10,120.83
11,126.04
12,109.23
13,135.67
14,102.94
15,112.41
16,136.79
17,132.64
18,147.26
19,135.25
20,133.36
21,142.4
22,147.84
23,145.09
24,137.22
25,150.68
26,145.45
27,156.6
28,148.91
29,151.52
30,151.74
31,157.26
32,156.5
33,157.33
34,148.9
35,174.21
36,161.61
37,163.45
38,166.18
39,162.07
40,157.7
41,160.3
42,163.63
43,185.05
44,192.83
45,199.38
46,180.49
47,190.7
48,188.7
49,176.26
50,198.06
51,181.0
52,206.15
53,188.78
54,191.57
55,194.46
56,212.78
57,210.25
58,203.45
59,217.68
60,199.97
