time,value
1,101.51
2,111.18
3,97.15
4,103.56
5,114.53
6,103.27
7,105.08
8,107.36
9,123.48
10,116.65
11,125.73
12,112.5
13,125.92
14,117.02
15,134.87
16,125.99
17,126.36
18,137.22
19,151.9
20,149.67
21,136.83
22,152.38
23,134.03
24,133.94
25,143.21
26,146.64
27,152.26
28,129.64
29,149.25
30,165.85
31,147.1
32,153.14
33,162.9
34,158.28
35,170.53
36,176.87
37,173.93
38,151.44
39,172.47
40,176.38
41,184.09
42,175.87
43,188.55
44,178.31
45,189.62
46,171.95
47,185.23
48,184.66
49,178.57
50,196.25
51,192.42
52,195.3
53,191.25
54,207.55
55,208.0
56,207.24
57,208.74
58,193.65
59,199.92
60,214.44
