time,value
1,96.91
2,111.53
3,100.89
4,105.41
5,111.41
6,111.27
7,101.67
8,105.83
9,113.48
10,127.08
11,117.55
12,129.45
13,121.46
14,111.59
15,110.59
16,129.48
17,124.02
18,122.17
19,136.22
20,142.02
21,144.25
22,141.76
23,149.64
24,154.82
25,146.97
26,167.21
27,155.61
28,144.36
29,147.27
30,160.0
31,143.1
32,170.94
33,170.07
34,170.97
35,171.28
36,175.1
37,157.9
38,172.79
39,166.49
40,171.99
41,167.71
42,177.03
43,178.76
44,169.2
45,169.48
46,193.63
47,176.21
48,182.55
49,195.49
50,196.24
51,186.64
52,197.7
53,199.34
54,205.94
55,212.4
56,188.73
57,210.09
58,199.91
59,210.05
60,216.5
