time,value
1,93.44
2,109.6
3,100.34
4,101.0
5,97.08
6,112.91
7,116.31
8,100.97
9,104.32
10,117.12
11,101.98
12,123.22
13,120.02
14,120.86
15,122.66
16,128.79
17,119.95
18,142.35
19,136.51
20,130.17
21,130.34
22,148.62
23,143.72
24,149.98
25,159.53
26,147.28
27,136.38
28,146.25
29,150.56
30,156.47
31,161.82
32,154.34
33,156.87
34,159.22
35,164.67
36,161.72
37,159.31
38,160.42
39,157.04
40,169.64
41,175.97
42,178.56
43,170.28
44,180.72
45,189.06
46,177.36
47,182.98
48,189.11
49,193.38
50,196.18
51,189.57
52,199.5
53,196.92
54,215.19
55,209.1
56,202.9
57,215.98
58,192.77
59,198.92
60,195.67
