time,value
1,103.8
2,112.53
3,98.44
4,106.42
5,97.41
6,103.31
7,108.75
8,120.5
9,107.89
10,107.27
11,103.04
12,119.83
13,129.74
14,112.24
15,129.48
16,112.39
17,115.87
18,132.41
19,147.81
20,133.54
21,134.33
22,144.48
23,131.83
24,160.25
25,152.36
26,139.71
27,151.47
28,144.86
29,158.93
30,147.91
31,173.74
32,146.7
33,165.21
34,148.11
35,165.44
36,154.77
37,154.02
38,167.72
39,158.94
40,172.5
41,169.6
42,166.26
43,183.72
44,190.37
45,177.19
46,172.2
47,177.89
48,188.46
49,198.72
50,189.56
51,190.67
52,203.8
53,192.73
54,211.31
55,189.03
56,195.08
57,203.22
58,208.14
59,200.99
60,215.58
