time,value
1,91.19
2,109.1
3,117.18
4,102.91
5,91.78
6,114.72
7,96.32
8,107.46
9,119.16
10,105.1
11,116.19
12,124.11
13,130.68
14,128.95
15,117.26
16,121.02
17,119.89
18,131.77
19,131.21
20,138.49
21,142.52
22,139.92
23,143.24
24,159.78
25,163.79
26,146.7
27,145.55
28,148.69
29,169.85
30,156.68
31,157.72
32,147.21
33,157.96
34,156.6
35,180.59
36,164.1
37,165.22
38,151.35
39,164.04
40,182.35
41,171.03
42,177.69
43,179.89
44,184.07
45,188.64
46,175.8
47,183.04
48,178.62
49,181.96
50,183.68
51,207.33
52,203.61
53,203.3
54,194.55
55,223.72
56,204.54
57,202.75
58,211.76
59,208.61
60,199.35
