time,value
1,100.48
2,101.0
3,121.34
4,101.31
5,103.18
6,111.11
7,110.82
8,108.77
9,111.77
10,116.32
11,124.65
12,117.76
13,128.86
14,136.81
15,134.27
16,108.5
17,133.71
18,135.56
19,142.28
20,130.68
21,143.41
22,142.0
23,156.89
24,149.09
25,140.01
26,142.41
27,151.18
28,150.27
29,152.28
30,170.81
31,167.21
32,150.49
33,156.84
34,164.32
35,166.98
36,158.27
37,179.23
38,155.4
39,161.34
40,161.44
41,187.55
42,188.18
43,189.96
44,173.22
45,184.52
46,178.31
47,178.83
48,179.29
49,206.57
50,179.66
51,204.56
52,213.11
53,193.88
54,204.75
55,203.98
56,201.99
57,204.31
58,191.93
59,204.24
60,204.05
