time,value
1,106.95
2,96.48
3,99.14
4,113.09
5,108.34
6,106.07
7,116.35
8,121.54
9,124.99
10,113.1
11,118.61
12,120.89
13,113.48
14,127.74
15,131.09
16,120.3
17,130.26
18,141.05
19,124.89
20,143.43
21,135.63
22,141.52
23,151.49
24,146.92
25,134.23
26,144.62
27,158.33
28,164.58
29,147.68
30,147.28
31,152.26
32,169.88
33,155.12
34,166.82
35,166.48
36,163.08
37,170.57
38,168.44
39,156.39
40,168.02
41,179.67
42,169.66
43,169.5
44,169.74
45,179.29
46,186.93
47,192.95
48,188.33
49,184.3
50,198.05
51,203.99
52,188.44
53,193.03
54,192.97
55,181.19
56,200.16
57,209.64
58,198.13
59,199.9
60,213.98
