time,value
1,104.01
2,103.0
3,91.11
4,116.48
5,118.24
6,117.15
7,112.19
8,116.3
9,119.07
10,119.4
11,127.12
12,118.06
13,118.85
14,147.24
15,125.89
16,118.2
17,137.27
18,140.97
19,137.18
20,137.44
21,143.05
22,118.95
23,141.86
24,135.55
25,148.53
26,156.36
27,152.0
28,137.39
29,155.72
30,167.73
31,156.4
32,151.53
33,162.81
34,166.79
35,165.77
36,166.41
37,173.99
38,166.97
39,163.3
40,159.31
41,164.68
42,178.06
43,181.48
44,164.68
45,180.33
46,187.23
47,177.96
48,182.69
49,176.48
50,187.32
51,193.49
52,198.94
53,190.35
54,194.97
55,200.71
56,188.28
57,199.16
58,194.51
59,207.1
60,204.55
