time,value
1,98.59
2,95.73
3,103.84
4,103.01
5,119.84
6,113.05
7,116.83
8,115.71
9,102.03
10,121.32
11,118.91
12,116.59
13,110.99
14,120.57
15,129.61
16,130.22
17,128.89
18,120.94
19,149.23
20,132.1
21,124.07
22,147.01
23,152.37
24,142.27
25,130.06
26,151.72
27,144.78
28,149.92
29,144.98
30,169.6
31,156.84
32,169.38
33,160.84
34,163.86
35,164.83
36,153.05
37,170.87
38,162.32
39,170.38
40,171.45
41,166.96
42,157.33
43,165.57
44,176.34
45,166.84
46,180.02
47,179.09
48,197.23
49,185.27
50,190.95
51,198.45
52,203.76
53,184.85
54,183.96
55,201.92
56,200.2
57,218.66
58,220.93
59,212.5
60,221.99
