time,value
1,111.66
2,108.75
3,93.24
4,100.79
5,112.6
6,116.53
7,114.0
8,117.08
9,120.76
10,105.87
11,126.77
12,126.35
13,113.72
14,124.95
15,128.79
16,131.3
17,122.92
18,134.33
19,126.21
20,128.75
21,138.91
22,144.24
23,121.93
24,134.46
25,139.66
26,146.74
27,142.94
28,141.92
29,158.05
30,164.19
31,135.38
32,158.43
33,151.14
34,174.22
35,162.17
36,156.72
37,160.27
38,163.75
39,181.01
40,172.7
41,173.67
42,168.32
43,176.14
44,186.83
45,190.32
46,189.83
47,178.39
48,174.55
49,202.72
50,197.88
51,180.65
52,189.71
53,194.18
54,186.67
55,194.14
56,202.18
57,196.82
58,205.92
59,206.34
60,224.75
