time,value
1,93.84
2,102.87
3,103.71
4,106.04
5,96.35
6,114.57
7,117.79
8,110.92
9,109.36
10,124.73
11,119.45
12,111.96
13,120.1
14,140.35
15,141.2
16,142.1
17,129.48
18,115.69
19,140.17
20,138.31
21,149.35
22,140.33
23,142.31
24,142.06
25,119.04
26,156.87
27,157.34
28,136.31
29,155.51
30,142.04
31,159.66
32,146.14
33,166.73
34,159.66
35,159.57
36,173.15
37,160.41
38,165.2
39,173.73
40,165.8
41,174.82
42,181.48
43,171.63
44,169.41
45,175.07
46,181.46
47,184.21
48,184.41
49,171.2
50,203.01
51,190.08
52,198.35
53,201.01
54,189.35
55,203.8
56,199.03
57,201.29
58,174.36
59,195.54
60,201.53
