time,value
1,86.78
2,95.14
3,115.13
4,107.39
5,103.78
6,117.89
7,111.42
8,109.5
9,128.85
10,117.31
11,112.2
12,127.35
13,116.54
14,120.52
15,126.05
16,125.46
17,136.39
18,125.23
19,129.23
20,146.59
21,140.48
22,127.16
23,148.41
24,146.03
25,146.11
26,154.74
27,161.4
28,151.19
29,153.81
30,142.75
31,168.35
32,159.41
33,142.11
34,169.28
35,161.03
36,148.32
37,163.88
38,171.62
39,166.24
40,168.56
41,182.05
42,191.85
43,181.9
44,180.9
45,183.94
46,183.54
47,177.91
48,188.66
49,183.93
50,190.58
51,204.17
52,196.71
53,202.89
54,193.87
55,207.47
56,200.41
57,200.65
58,192.33
59,199.81
60,210.29
