time,value
1,94.45
2,111.07
3,95.89
4,111.82
5,101.55
6,123.62
7,108.43
8,114.76
9,120.76
10,108.97
11,106.56
12,117.32
13,127.87
14,128.69
15,136.04
16,124.3
17,113.38
18,116.76
19,138.57
20,144.35
21,140.25
22,144.01
23,143.38
24,122.31
25,138.34
26,142.36
27,152.18
28,154.85
29,145.82
30,142.94
31,163.56
32,171.6
33,167.23
34,163.31
35,168.95
36,154.75
37,158.85
38,174.97
39,178.13
40,178.69
41,185.77
42,157.62
43,183.99
44,183.51
45,178.88
46,197.01
47,178.88
48,190.38
49,188.85
50,194.42
51,190.29
52,190.22
53,191.99
54,191.96
55,201.77
56,205.2
57,198.34
58,224.86
59,199.09
60,207.69
