time,value
1,111.41
2,126.31
3,100.94
4,107.67
5,114.23
6,120.97
7,110.27
8,131.28
9,114.97
10,99.32
11,124.82
12,119.03
13,127.78
14,126.58
15,131.86
16,134.73
17,131.4
18,139.28
19,143.12
20,140.42
21,128.64
22,141.13
23,147.47
24,140.45
25,135.65
26,142.39
27,155.77
28,157.25
29,142.44
30,163.28
31,166.33
32,157.95
33,137.44
34,157.6
35,174.41
36,158.0
37,162.11
38,165.7
39,180.92
40,173.34
41,170.99
42,188.14
43,177.69
44,176.28
45,190.62
46,165.67
47,182.02
48,189.73
49,181.75
50,200.8
51,189.41
52,191.85
53,203.9
54,216.02
55,196.4
56,204.31
57,195.18
58,219.93
59,206.5
60,202.78
