time,value
1,99.61
2,86.17
3,110.72
4,107.47
5,105.43
6,107.1
7,95.94
8,114.96
9,123.55
10,121.19
11,117.15
12,123.48
13,117.33
14,126.86
15,140.99
16,122.37
17,121.77
18,118.63
19,137.7
20,125.38
21,133.17
22,134.02
23,144.48
24,150.67
25,129.87
26,144.62
27,148.9
28,154.81
29,154.38
30,157.4
31,148.6
32,158.91
33,154.86
34,164.79
35,148.06
36,149.0
37,159.27
38,171.43
39,156.64
40,188.78
41,176.98
42,178.24
43,186.14
44,191.47
45,185.87
46,207.08
47,185.25
48,187.06
49,185.94
50,188.04
51,198.93
52,187.87
53,185.33
54,186.52
55,195.23
56,207.94
57,202.7
58,191.41
59,218.5
60,203.83
