time,value
1,104.26
2,116.08
3,105.34
4,113.95
5,103.91
6,109.43
7,110.95
8,119.11
9,118.64
10,110.53
11,137.15
12,119.56
13,130.0
14,123.9
15,135.58
16,123.72
17,129.31
18,134.71
19,141.61
20,119.26
21,135.55
22,131.92
23,134.53
24,145.48
25,162.85
26,156.62
27,154.16
28,159.09
29,152.05
30,152.89
31,174.18
32,161.59
33,165.19
34,157.12
35,173.87
36,167.77
37,165.91
38,170.16
39,173.9
40,171.77
41,175.82
42,195.15
43,186.32
44,179.02
45,173.08
46,182.43
47,174.79
48,179.17
49,197.26
50,201.29
51,189.33
52,185.27
53,186.05
54,205.02
55,204.01
56,210.97
57,193.34
58,210.6
59,212.29
60,204.62
