time,value
1,97.54
2,104.72
3,108.11
4,100.06
5,117.58
6,111.03
7,117.66
8,110.78
9,124.91
10,122.53
11,128.12
12,147.39
13,106.68
14,129.01
15,116.91
16,135.93
17,125.0
18,118.91
19,142.09
20,126.94
21,147.94
22,145.17
23,133.56
24,136.34
25,144.51
26,147.49
27,146.89
28,128.34
29,159.22
30,164.79
31,157.07
32,162.73
33,141.61
34,165.66
35,167.97
36,148.84
37,163.89
38,161.84
39,164.89
40,166.94
41,192.19
42,184.33
43,183.01
44,170.32
45,182.8
46,186.17
47,186.04
48,198.29
49,199.55
50,187.57
51,194.02
52,196.12
53,177.26
54,203.97
55,191.53
56,200.41
57,213.84
58,212.39
59,187.81
60,211.89
