time,value
1,100.37
2,93.52
3,115.7
4,97.19
5,113.69
6,106.42
7,110.8
8,114.11
9,119.82
10,118.42
11,117.34
12,127.52
13,112.48
14,130.52
15,120.77
16,127.88
17,125.72
18,142.52
19,137.94
20,131.28
21,152.68
22,150.36
23,147.01
24,138.09
25,154.98
26,156.1
27,133.49
28,165.91
29,140.37
30,151.48
31,164.12
32,156.37
33,156.39
34,176.82
35,159.56
36,154.79
37,182.32
38,165.62
39,181.42
40,181.03
41,181.99
42,176.24
43,174.49
44,182.19
45,171.45
46,195.61
47,188.15
48,188.41
49,181.97
50,174.44
51,178.13
52,195.89
53,195.92
54,199.14
55,205.89
56,210.65
57,198.89
58,187.82
59,218.13
60,207.33
