time,value
1,105.28
2,111.52
3,89.63
4,100.96
5,106.82
6,110.58
7,111.67
8,115.75
9,118.11
10,112.88
11,115.61
12,123.71
13,133.06
14,136.65
15,121.16
16,128.23
17,135.5
18,119.1
19,134.33
20,129.46
21,128.68
22,140.79
23,150.24
24,156.47
25,141.81
26,149.24
27,153.7
28,147.12
29,159.05
30,140.64
31,144.1
32,160.27
33,153.67
34,167.8
35,155.5
36,157.79
37,166.49
38,168.21
39,168.33
40,171.04
41,179.86
42,169.56
43,169.01
44,172.04
45,168.02
46,175.23
47,184.6
48,204.0
49,191.58
50,196.15
51,192.8
52,202.91
53,200.79
54,212.49
55,193.48
56,208.9
57,208.76
58,207.06
59,209.98
60,213.04
