time,value
1,94.91
2,121.73
3,94.88
4,112.27
5,105.22
6,109.69
7,113.83
8,113.81
9,117.06
10,122.75
11,113.22
12,122.75
13,114.81
14,124.62
15,123.49
16,140.11
17,132.28
18,129.8
19,137.75
20,130.99
21,133.93
22,126.15
23,153.16
24,139.22
25,144.21
26,156.86
27,151.61
28,144.9
29,142.18
30,133.88
31,166.99
32,145.06
33,166.2
34,160.02
35,162.36
36,173.45
37,145.04
38,179.7
39,166.75
40,174.05
41,166.17
42,169.96
43,177.69
44,172.81
45,162.69
46,184.46
47,191.55
48,182.96
49,199.76
50,197.53
51,193.78
52,195.39
53,198.17
54,214.76
55,201.18
56,197.92
57,204.91
58,202.26
59,202.94
60,198.57
