time,value
1,94.52
2,100.23
3,85.64
4,94.07
5,105.68
6,124.62
7,95.03
8,118.91
9,109.5
10,132.81
11,126.73
12,123.62
13,128.31
14,125.7
15,115.03
16,117.51
17,130.75
18,127.74
19,124.77
20,124.36
21,135.0
22,130.25
23,154.88
24,148.75
25,138.67
26,141.68
27,141.64
28,140.26
29,156.17
30,157.84
31,152.85
32,154.59
33,154.37
34,166.49
35,168.35
36,163.31
37,155.61
38,171.43
39,166.21
40,162.54
41,178.56
42,181.91
43,184.11
44,185.65
45,186.33
46,191.57
47,171.92
48,191.38
49,206.96
50,195.75
51,189.21
52,195.43
53,206.76
54,206.24
55,195.15
56,193.17
57,205.56
58,213.47
59,212.42
60,198.21
