time,value
1,101.01
2,92.84
3,105.75
4,111.37
5,124.44
6,114.34
7,126.41
8,135.93
9,105.35
10,110.06
11,138.99
12,118.99
13,118.06
14,128.16
15,125.35
16,134.84
17,119.31
18,124.77
19,135.28
20,134.43
21,137.75
22,134.1
23,122.41
24,136.88
25,153.49
26,142.5
27,150.33
28,147.63
29,142.09
30,158.7
31,144.32
32,157.77
33,156.3
34,166.5
35,172.84
36,165.66
37,172.68
38,159.84
39,181.44
40,172.56
41,177.38
42,190.72
43,177.26
44,170.83
45,191.79
46,192.87
47,184.53
48,193.96
49,185.59
50,188.59
51,193.02
52,192.58
53,205.11
54,193.08
55,185.87
56,195.63
57,214.3
58,195.06
59,210.99
60,203.63
