time,value
1,110.9
2,103.63
3,96.98
4,113.85
5,110.52
6,122.05
7,104.47
8,127.09
9,108.86
10,98.31
11,125.26
12,137.91
13,133.69
14,121.83
15,112.57
16,130.98
17,141.74
18,138.93
19,126.57
20,128.36
21,140.89
22,142.96
23,130.56
24,137.6
25,139.67
26,147.29
27,150.7
28,153.56
29,136.21
30,152.41
31,163.18
32,151.5
33,170.63
34,160.08
35,163.5
36,167.58
37,161.04
38,162.48
39,170.42
40,170.05
41,167.73
42,183.06
43,171.97
44,182.67
45,186.52
46,180.2
47,201.24
48,170.05
49,200.14
50,199.1
51,177.57
52,182.39
53,196.15
54,192.25
55,223.3
56,195.33
57,189.01
58,205.49
59,214.74
60,208.51
