time,value
1,109.33
2,114.34
3,109.7
4,109.36
5,110.25
6,108.76
7,120.65
8,118.52
9,124.81
10,112.88
11,118.31
12,133.5
13,131.81
14,129.64
15,136.91
16,133.35
17,123.79
18,140.19
19,145.1
20,136.27
21,146.59
22,133.72
23,142.63
24,135.46
25,155.1
26,140.34
27,149.8
28,155.36
29,151.86
30,148.41
31,155.72
32,160.61
33,167.84
34,156.26
35,157.08
36,168.94
37,168.38
38,151.32
39,161.92
40,177.4
41,173.25
42,171.09
43,174.84
44,167.15
45,183.55
46,194.33
47,178.88
48,182.82
49,201.22
50,195.68
51,198.95
52,191.1
53,186.59
54,193.77
55,186.18
56,204.02
57,202.6
58,201.52
59,190.32
60,223.6
