time,value
1,107.28
2,107.35
3,109.88
4,105.96
5,106.39
6,105.55
7,112.68
8,107.96
9,116.95
10,129.11
11,127.55
12,127.79
13,127.01
14,141.14
15,122.01
16,116.77
17,131.9
18,130.07
19,130.29
20,140.83
21,141.73
22,141.27
23,140.72
24,125.83
25,146.26
26,151.92
27,145.34
28,157.07
29,151.76
30,153.06
31,149.26
32,146.38
33,147.81
34,160.76
35,161.24
36,175.9
37,160.08
38,182.82
39,167.42
40,168.66
41,178.55
42,172.8
43,179.49
44,165.1
45,193.04
46,192.11
47,194.89
48,193.95
49,196.63
50,192.46
51,188.51
52,201.46
53,205.43
54,190.56
55,224.26
56,191.3
57,196.71
58,185.03
59,211.07
60,190.91
