time,value
1,96.28
2,97.93
3,94.81
4,117.35
5,120.05
6,100.18
7,101.06
8,118.33
9,120.58
10,129.9
11,126.56
12,135.69
13,119.92
14,123.49
15,141.71
16,126.1
17,121.94
18,133.31
19,135.65
20,142.62
21,154.33
22,141.52
23,130.13
24,163.7
25,153.87
26,146.41
27,149.1
28,151.57
29,162.32
30,157.21
31,154.72
32,150.45
33,155.61
34,164.42
35,168.27
36,171.61
37,160.37
38,177.06
39,174.28
40,172.98
41,160.94
42,167.75
43,173.21
44,183.72
45,187.93
46,186.38
47,177.3
48,172.87
49,179.62
50,191.86
51,198.03
52,192.26
53,198.1
54,186.0
55,195.84
56,216.93
57,192.61
58,199.85
59,211.3
60,215.98
