time,value
1,112.15
2,100.77
3,97.93
4,114.34
5,120.38
6,126.05
7,117.36
8,104.55
9,109.21
10,123.25
11,122.99
12,116.48
13,123.4
14,142.07
15,114.59
16,133.42
17,131.77
18,134.23
19,139.43
20,141.29
21,137.21
22,135.15
23,159.57
24,152.88
25,136.84
26,153.38
27,149.64
28,160.75
29,163.09
30,154.82
31,150.64
32,139.12
33,167.19
34,161.39
35,157.25
36,151.63
37,171.62
38,164.17
39,161.94
40,178.71
41,175.17
42,168.18
43,184.44
44,183.75
45,179.03
46,184.02
47,186.38
48,180.29
49,186.33
50,184.4
51,196.09
52,181.75
53,204.85
54,181.49
55,195.96
56,213.51
57,216.81
58,208.38
59,211.33
60,208.89
