time,value
1,101.82
2,115.96
3,114.72
4,105.64
5,120.64
6,110.29
7,93.95
8,106.85
9,115.54
10,107.24
11,111.19
12,121.91
13,127.07
14,127.25
15,133.5
16,133.63
17,127.22
18,130.49
19,143.59
20,135.83
21,147.68
22,124.98
23,148.19
24,136.23
25,140.91
26,146.53
27,157.67
28,149.93
29,164.06
30,154.54
31,158.64
32,154.38
33,165.81
34,149.71
35,161.77
36,175.3
37,154.15
38,158.32
39,175.86
40,170.83
41,175.63
42,176.1
43,174.37
44,177.59
45,186.49
46,186.87
47,188.7
48,183.23
49,183.29
50,181.92
51,199.54
52,183.02
53,190.47
54,207.18
55,204.48
56,201.55
57,210.46
58,208.26
59,197.63
60,213.64
