time,value
1,100.37
2,106.24
3,116.08
4,111.34
5,103.7
6,117.44
7,114.58
8,119.25
9,106.28
10,120.18
11,121.49
12,118.96
13,114.87
14,122.31
15,126.68
16,135.23
17,145.47
18,139.06
19,130.14
20,160.2
21,142.92
22,145.94
23,145.17
24,142.16
25,141.56
26,158.93
27,139.91
28,157.77
29,139.77
30,150.18
31,156.41
32,152.31
33,145.06
34,165.55
35,165.97
36,160.55
37,156.51
38,183.9
39,166.08
40,170.47
41,185.95
42,174.3
43,179.27
44,170.48
45,184.93
46,189.03
47,177.75
48,192.44
49,192.44
50,183.84
51,186.38
52,189.07
53,195.97
54,195.67
55,187.1
56,201.33
57,196.5
58,214.58
59,213.8
60,213.6
