time,value
1,106.74
2,89.02
3,97.38
4,121.04
5,112.09
6,111.31
7,93.66
8,110.21
9,107.47
10,111.62
11,107.89
12,121.04
13,117.4
14,114.18
15,113.88
16,119.83
17,125.69
18,131.78
19,130.44
20,154.25
21,136.37
22,136.29
23,146.05
24,143.62
25,152.72
26,154.74
27,158.97
28,152.76
29,139.75
30,151.67
31,157.43
32,175.38
33,149.64
34,158.04
35,156.87
36,159.01
37,176.55
38,173.31
39,179.26
40,166.6
41,171.04
42,176.76
43,176.86
44,198.13
45,173.05
46,191.39
47,181.86
48,188.64
49,185.52
50,171.21
51,195.12
52,187.75
53,204.24
54,203.34
55,211.82
56,193.77
57,214.2
58,199.92
59,201.14
60,198.16
