time,value
1,100.91
2,117.15
3,104.96
4,93.45
5,119.98
6,97.11
7,102.67
8,115.24
9,119.84
10,107.18
11,112.84
12,124.65
13,124.62
14,113.85
15,131.53
16,142.04
17,125.66
18,132.24
19,133.23
20,145.26
21,130.37
22,129.65
23,143.91
24,142.46
25,152.28
26,145.21
27,160.59
28,143.93
29,147.97
30,142.68
31,159.66
32,150.81
33,159.86
34,165.2
35,158.79
36,174.88
37,165.7
38,170.85
39,193.34
40,161.36
41,174.05
42,181.92
43,188.31
44,169.72
45,183.98
46,204.18
47,181.09
48,201.7
49,201.78
50,184.34
51,207.74
52,191.53
53,201.31
54,203.8
55,192.04
56,207.03
57,206.06
58,205.36
59,210.64
60,193.06
