time,value
1,105.6
2,95.8
3,110.97
4,104.17
5,108.06
6,121.05
7,115.01
8,118.54
9,133.16
10,123.25
11,124.48
12,105.77
13,128.2
14,118.13
15,114.82
16,135.48
17,136.74
18,119.44
19,133.86
20,155.71
21,137.39
22,144.31
23,126.18
24,140.6
25,142.99
26,138.87
27,147.85
28,150.32
29,153.95
30,158.94
31,156.95
32,148.64
33,150.73
34,159.48
35,171.39
36,167.39
37,155.48
38,172.44
39,148.93
40,166.55
41,177.21
42,187.24
43,186.31
44,185.05
45,161.24
46,181.51
47,189.47
48,193.31
49,187.11
50,201.82
51,185.48
52,185.0
53,183.2
54,196.81
55,193.24
56,194.97
57,211.46
58,213.26
59,216.43
60,204.99
