time,value
1,107.84
2,103.58
3,115.15
4,93.45
5,102.69
6,113.43
7,120.45
8,113.58
9,122.72
10,121.56
11,123.94
12,119.78
13,123.93
14,124.3
15,123.59
16,129.23
17,130.19
18,143.8
19,130.64
20,130.02
21,131.64
22,121.08
23,138.59
24,149.88
25,153.63
26,143.35
27,150.82
28,155.02
29,151.93
30,149.07
31,160.11
32,136.59
33,153.38
34,151.21
35,163.11
36,168.95
37,164.63
38,160.84
39,174.12
40,165.99
41,175.04
42,167.7
43,190.96
44,171.4
45,183.97
46,181.16
47,184.38
48,189.67
49,181.58
50,180.96
51,203.05
52,194.4
53,200.6
54,198.53
55,194.69
56,193.61
57,199.22
58,198.03
59,206.23
60,209.56
