time,value
1,98.56
2,96.62
3,103.92
4,102.17
5,110.83
6,116.21
7,126.25
8,108.17
9,109.74
10,103.99
11,121.08
12,131.37
13,122.23
14,115.78
15,129.64
16,134.19
17,144.44
18,145.57
19,140.4
20,122.42
21,134.7
22,135.05
23,144.62
24,121.17
25,135.61
26,155.79
27,138.43
28,134.23
29,145.58
30,144.35
31,150.05
32,157.47
33,162.21
34,154.84
35,150.41
36,164.0
37,170.07
38,165.79
39,187.11
40,167.1
41,181.75
42,165.42
43,176.1
44,186.34
45,176.6
46,180.19
47,193.75
48,190.8
49,199.53
50,169.27
51,192.58
52,183.23
53,187.2
54,202.5
55,198.26
56,217.12
57,204.01
58,195.09
59,199.24
60,206.71
