time,value
1,99.81
2,108.14
3,105.26
4,106.46
5,93.07
6,127.2
7,117.57
8,118.95
9,109.35
10,123.29
11,119.03
12,131.8
13,127.73
14,125.83
15,131.96
16,134.21
17,135.82
18,133.44
19,127.02
20,123.31
21,130.58
22,150.42
23,151.87
24,142.36
25,146.93
26,134.32
27,150.39
28,147.94
29,151.26
30,169.16
31,164.26
32,162.15
33,155.7
34,152.3
35,162.42
36,163.85
37,167.56
38,178.38
39,164.13
40,175.15
41,155.8
42,186.54
43,168.81
44,183.41
45,177.52
46,173.96
47,186.42
48,194.61
49,212.99
50,177.68
51,201.92
52,186.14
53,187.22
54,191.64
55,204.02
56,202.66
57,207.64
58,192.91
59,201.5
60,217.58
