time,value
1,111.7
2,113.5
3,107.22
4,110.08
5,106.84
6,104.1
7,104.78
8,112.0
9,127.63
10,123.75
11,123.76
12,123.16
13,126.97
14,126.86
15,117.02
16,130.16
17,132.18
18,131.62
19,127.92
20,129.38
21,131.31
22,142.78
23,144.91
24,147.2
25,135.08
26,147.66
27,145.95
28,148.82
29,161.76
30,165.28
31,149.29
32,156.91
33,151.15
34,160.54
35,165.84
36,163.04
37,165.57
38,172.88
39,169.57
40,173.55
41,186.83
42,177.99
43,170.46
44,181.29
45,189.71
46,177.14
47,167.62
48,182.28
49,191.76
50,194.8
51,190.03
52,188.44
53,194.95
54,204.54
55,193.87
56,192.86
57,194.56
58,211.94
59,212.58
60,214.53
