time,value
1,113.36
2,102.15
3,103.41
4,107.07
5,108.36
6,113.12
7,118.34
8,110.04
9,124.84
10,130.94
11,127.96
12,128.99
13,129.95
14,133.88
15,115.58
16,117.45
17,142.27
18,122.23
19,130.53
20,128.31
21,146.31
22,157.77
23,142.78
24,152.03
25,147.03
26,143.37
27,145.08
28,145.53
29,158.72
30,147.33
31,164.91
32,154.48
33,160.93
34,149.32
35,166.28
36,170.61
37,175.45
38,167.46
39,165.04
40,163.59
41,173.74
42,176.56
43,171.49
44,177.41
45,172.34
46,171.35
47,181.08
48,187.3
49,181.8
50,179.11
51,213.46
52,208.54
53,175.75
54,201.17
55,198.86
56,215.14
57,212.07
58,193.85
59,208.67
60,211.85
