time,value
1,94.93
2,90.7
3,123.1
4,104.97
5,99.52
6,107.35
7,103.79
8,116.01
9,120.26
10,116.33
11,130.88
12,116.97
13,122.95
14,123.71
15,133.19
16,117.76
17,141.2
18,125.54
19,123.29
20,131.75
21,121.99
22,131.98
23,143.38
24,127.72
25,132.9
26,136.45
27,146.37
28,139.06
29,133.99
30,151.05
31,166.1
32,166.68
33,162.05
34,153.56
35,170.0
36,166.13
37,168.81
38,173.58
39,171.71
40,163.79
41,168.55
42,179.67
43,176.25
44,184.64
45,183.08
46,183.21
47,177.35
48,188.28
49,190.77
50,187.7
51,183.38
52,200.65
53,187.54
54,207.72
55,203.98
56,193.42
57,196.97
58,204.64
59,212.49
60,195.66
