time,value
1,106.27
2,97.1
3,101.58
4,107.18
5,99.87
6,115.05
7,115.2
8,111.84
9,127.29
10,119.45
11,115.77
12,132.2
13,109.5
14,122.89
15,136.64
16,136.98
17,122.95
18,135.08
19,144.54
20,132.39
21,131.52
22,124.96
23,145.19
24,152.45
25,149.38
26,146.35
27,149.79
28,156.75
29,145.97
30,173.81
31,141.26
32,147.23
33,162.24
34,148.74
35,157.4
36,162.89
37,174.05
38,156.35
39,172.06
40,171.08
41,179.54
42,171.31
43,160.1
44,175.1
45,180.72
46,184.44
47,188.29
48,185.34
49,185.15
50,186.07
51,200.76
52,203.3
53,183.73
54,200.86
55,202.8
56,200.38
57,200.72
58,209.28
59,198.41
60,224.05
