time,value
1,111.69
2,106.91
3,111.93
4,124.98
5,109.1
6,114.41
7,103.04
8,106.82
9,121.08
10,117.6
11,109.45
12,129.34
13,126.91
14,119.72
15,136.26
16,128.84
17,133.93
18,137.9
19,127.3
20,134.73
21,135.16
22,144.39
23,148.41
24,146.38
25,138.64
26,153.4
27,142.23
28,150.1
29,134.78
30,165.07
31,154.16
32,153.92
33,154.52
34,168.65
35,156.38
36,170.32
37,174.14
38,169.97
39,163.22
40,161.53
41,172.53
42,179.2
43,184.94
44,171.37
45,172.09
46,167.69
47,189.02
48,185.82
49,208.15
50,188.44
51,177.1
52,181.78
53,193.98
54,189.23
55,194.72
56,203.45
57,213.06
58,198.79
59,208.12
60,216.54
