time,value
1,97.73
2,101.29
3,101.94
4,125.04
5,99.25
6,112.63
7,105.86
8,110.87
9,102.77
10,111.63
11,125.46
12,122.45
13,134.43
14,109.32
15,117.79
16,131.83
17,123.01
18,137.77
19,121.65
20,135.73
21,134.24
22,144.93
23,152.5
24,142.04
25,136.21
26,128.35
27,152.78
28,142.37
29,154.39
30,149.54
31,165.82
32,152.42
33,174.77
34,171.47
35,151.2
36,169.12
37,155.42
38,162.3
39,165.77
40,170.81
41,176.97
42,159.19
43,181.56
44,184.63
45,166.67
46,179.47
47,183.42
48,199.01
49,179.39
50,183.0
51,200.84
52,189.6
53,197.86
54,196.46
55,208.54
56,210.61
57,205.47
58,201.19
59,200.12
60,228.11
