time,value
1,106.94
2,109.53
3,104.1
4,114.02
5,110.83
6,106.04
7,115.12
8,107.5
9,111.8
10,120.95
11,118.64
12,124.7
13,125.91
14,124.09
15,148.13
16,126.41
17,115.85
18,134.98
19,144.93
20,134.79
21,135.89
22,133.42
23,141.26
24,129.26
25,130.32
26,160.33
27,147.48
28,155.39
29,149.59
30,171.16
31,150.94
32,171.18
33,153.31
34,147.32
35,155.71
36,161.5
37,168.52
38,170.8
39,167.72
40,182.46
41,173.22
42,177.6
43,176.05
44,182.51
45,184.67
46,178.67
47,177.17
48,190.06
49,199.72
50,196.16
51,195.01
52,187.93
53,208.89
54,194.99
55,206.03
56,185.66
57,199.65
58,213.0
59,212.94
60,210.48
