time,value
1,109.92
2,93.1
3,107.05
4,112.27
5,116.57
6,115.15
7,120.07
8,109.84
9,119.36
10,105.97
11,112.53
12,126.62
13,131.32
14,122.71
15,134.47
16,122.66
17,126.02
18,126.82
19,151.07
20,140.72
21,147.58
22,149.32
23,139.24
24,133.74
25,144.38
26,142.97
27,139.3
28,149.29
29,143.91
30,147.63
31,165.44
32,156.36
33,164.0
34,145.57
35,166.97
36,182.19
37,160.47
38,171.43
39,156.26
40,171.0
41,178.6
42,173.04
43,180.24
44,166.84
45,183.96
46,181.48
47,184.37
48,186.22
49,181.92
50,190.67
51,179.26
52,190.05
53,198.9
54,199.17
55,203.8
56,204.62
57,209.9
58,201.38
59,224.81
60,209.11
