time,value
1,108.0
2,97.86
3,100.65
4,111.29
5,108.24
6,100.6
7,112.72
8,118.7
9,116.59
10,119.87
11,121.99
12,114.14
13,126.3
14,119.88
15,116.08
16,122.62
17,133.17
18,139.99
19,132.94
20,125.75
21,141.01
22,135.7
23,141.9
24,143.72
25,145.76
26,145.46
27,141.47
28,159.91
29,155.34
30,157.16
31,142.97
32,179.01
33,158.14
34,153.15
35,158.2
36,165.01
37,171.02
38,174.6
39,176.71
40,175.73
41,181.07
42,177.77
43,182.0
44,192.95
45,179.69
46,183.79
47,192.66
48,194.83
49,190.73
50,195.45
51,190.96
52,202.48
53,190.65
54,191.75
55,197.13
56,198.86
57,207.99
58,214.69
59,187.4
60,210.39
