time,value
1,88.64
2,117.14
3,109.76
4,102.67
5,109.44
6,109.79
7,96.76
8,112.69
9,112.66
10,120.35
11,117.69
12,127.52
13,117.06
14,118.5
15,134.69
16,129.3
17,131.41
18,147.82
19,113.65
20,128.35
21,135.81
22,143.0
23,137.47
24,146.91
25,132.16
26,157.61
27,151.71
28,139.88
29,154.94
30,144.58
31,142.65
32,152.56
33,156.25
34,149.93
35,171.69
36,153.23
37,166.95
38,146.38
39,164.92
40,165.23
41,186.99
42,175.78
43,192.55
44,184.19
45,180.73
46,188.4
47,187.41
48,180.47
49,186.75
50,196.06
51,190.06
52,191.13
53,185.7
54,190.55
55,185.1
56,208.44
57,203.96
58,217.66
59,194.49
60,203.22
