time,value
1,99.59
2,99.09
3,119.95
4,101.65
5,94.54
6,89.19
7,113.53
8,123.07
9,118.17
10,118.71
11,111.77
12,110.45
13,109.24
14,130.18
15,121.75
16,134.72
17,118.51
18,118.13
19,141.25
20,141.15
21,147.48
22,140.68
23,141.3
24,151.35
25,158.22
26,148.09
27,156.84
28,149.69
29,157.94
30,155.01
31,156.07
32,151.91
33,160.45
34,164.17
35,167.21
36,167.7
37,167.21
38,169.85
39,172.97
40,174.93
41,182.91
42,181.68
43,183.65
44,189.94
45,173.84
46,174.22
47,197.91
48,178.22
49,197.96
50,194.69
51,203.93
52,189.22
53,204.72
54,186.49
55,202.25
56,201.33
57,208.44
58,200.14
59,196.18
60,210.14
