time,value
1,89.93
2,109.48
3,114.01
4,97.74
5,117.49
6,112.99
7,108.72
8,116.31
9,122.9
10,119.02
11,123.97
12,113.23
13,128.18
14,107.69
15,116.75
16,133.13
17,126.69
18,145.44
19,136.12
20,147.44
21,134.5
22,141.69
23,143.7
24,128.63
25,143.06
26,135.42
27,147.07
28,158.58
29,154.79
30,139.69
31,173.0
32,170.05
33,163.39
34,164.87
35,161.18
36,184.07
37,161.64
38,175.96
39,172.4
40,174.25
41,173.86
42,182.81
43,182.8
44,182.06
45,173.2
46,196.17
47,180.34
48,177.26
49,172.57
50,186.97
51,183.41
52,193.4
53,189.0
54,189.19
55,192.44
56,207.96
57,208.06
58,202.22
59,204.67
60,220.35
