time,value
1,109.83
2,93.2
3,101.55
4,96.83
5,114.91
6,111.18
7,102.43
8,107.16
9,112.63
10,137.03
11,126.46
12,132.8
13,137.03
14,125.96
15,126.32
16,147.56
17,134.51
18,130.12
19,135.14
20,127.1
21,142.63
22,135.56
23,144.58
24,156.08
25,158.17
26,142.54
27,146.46
28,159.83
29,160.46
30,152.73
31,149.23
32,164.19
33,168.69
34,154.71
35,157.96
36,157.88
37,163.91
38,167.97
39,181.41
40,159.85
41,175.83
42,161.64
43,175.36
44,192.5
45,187.47
46,185.08
47,174.67
48,190.33
49,196.33
50,190.45
51,209.77
52,183.24
53,200.82
54,198.5
55,186.72
56,189.99
57,203.27
58,213.82
59,212.26
60,195.53
