time,value
1,94.83
2,102.02
3,108.76
4,103.63
5,110.96
6,119.58
7,119.29
8,114.88
9,112.23
10,108.78
11,121.54
12,122.9
13,110.91
14,126.48
15,134.54
16,139.28
17,135.82
18,127.97
19,129.11
20,141.33
21,130.51
22,140.8
23,139.56
24,147.44
25,127.01
26,154.4
27,156.5
28,138.21
29,155.31
30,151.76
31,158.62
32,160.65
33,156.47
34,147.6
35,168.9
36,184.91
37,164.96
38,182.59
39,167.04
40,171.45
41,172.19
42,178.98
43,186.26
44,175.1
45,185.61
46,189.37
47,185.06
48,196.3
49,184.32
50,202.2
51,190.25
52,193.05
53,198.18
54,200.31
55,205.45
56,197.22
57,192.75
58,200.31
59,216.5
60,221.29
