time,value
1,109.92
2,94.47
3,108.68
4,97.23
5,100.61
6,111.94
7,103.45
8,109.39
9,110.65
10,108.48
11,138.29
12,113.85
13,110.03
14,128.78
15,133.09
16,131.78
17,120.44
18,137.42
19,139.68
20,123.88
21,133.68
22,144.94
23,126.23
24,135.58
25,145.96
26,155.47
27,147.56
28,134.06
29,147.48
30,157.1
31,156.97
32,143.71
33,164.05
34,157.01
35,147.05
36,169.54
37,164.19
38,182.16
39,180.18
40,168.1
41,167.85
42,166.43
43,177.76
44,181.57
45,173.41
46,172.39
47,190.22
48,191.1
49,191.44
50,186.07
51,185.73
52,198.79
53,202.46
54,190.95
55,203.16
56,204.23
57,207.05
58,199.98
59,200.13
60,204.71
