time,value
1,93.59
2,99.63
3,121.87
4,96.0
5,108.75
6,96.66
7,110.39
8,108.75
9,115.34
10,110.9
11,110.35
12,133.34
13,118.74
14,129.42
15,141.77
16,128.6
17,129.68
18,133.08
19,141.0
20,141.08
21,146.62
22,133.88
23,140.44
24,146.44
25,154.85
26,151.09
27,160.62
28,154.18
29,146.78
30,156.12
31,158.82
32,165.71
33,161.32
34,155.91
35,163.15
36,162.52
37,165.84
38,180.98
39,171.75
40,170.78
41,184.89
42,170.25
43,178.32
44,176.4
45,187.61
46,165.94
47,188.35
48,185.67
49,173.74
50,187.29
51,195.56
52,197.13
53,190.01
54,210.17
55,181.07
56,190.94
57,209.99
58,216.67
59,201.33
60,212.75
