time,value
1,110.69
2,96.21
3,112.93
4,93.42
5,113.12
6,117.29
7,110.78
8,119.42
9,116.48
10,117.74
11,130.79
12,111.07
13,135.84
14,117.86
15,131.37
16,130.53
17,144.97
18,118.66
19,156.16
20,136.59
21,136.15
22,138.58
23,140.7
24,141.07
25,135.04
26,139.83
27,159.73
28,163.01
29,154.88
30,143.64
31,148.17
32,165.95
33,180.0
34,143.42
35,156.64
36,163.63
37,157.32
38,174.86
39,171.1
40,182.89
41,166.05
42,187.96
43,167.21
44,186.26
45,186.05
46,182.41
47,184.81
48,187.47
49,185.68
50,201.85
51,185.23
52,208.57
53,192.95
54,195.17
55,195.81
56,196.31
57,203.14
58,203.75
59,206.02
60,208.82
