time,value
1,108.86
2,118.11
3,104.21
4,97.16
5,110.53
6,112.37
7,110.92
8,113.13
9,104.41
10,106.41
11,113.65
12,133.16
13,115.79
14,114.83
15,141.57
16,126.47
17,133.18
18,126.81
19,130.29
20,136.22
21,135.55
22,137.24
23,136.17
24,148.65
25,136.67
26,143.89
27,142.74
28,151.86
29,140.43
30,158.43
31,161.45
32,155.81
33,159.62
34,177.28
35,165.27
36,177.52
37,153.32
38,163.08
39,178.96
40,165.13
41,186.82
42,187.0
43,171.25
44,182.02
45,173.07
46,184.18
47,185.48
48,177.27
49,179.52
50,189.97
51,189.56
52,192.63
53,193.78
54,195.3
55,199.98
56,196.49
57,210.96
58,199.9
59,204.15
60,199.49
