time,value
1,101.99
2,95.25
3,96.54
4,108.25
5,105.13
6,120.04
7,107.11
8,115.31
9,130.97
10,99.61
11,124.86
12,124.83
13,127.44
14,124.75
15,118.32
16,145.73
17,127.28
18,133.65
19,131.53
20,118.62
21,131.19
22,134.41
23,151.98
24,131.74
25,154.18
26,145.25
27,150.33
28,147.72
29,138.15
30,158.76
31,165.68
32,155.58
33,150.54
34,165.77
35,166.44
36,180.23
37,171.1
38,174.74
39,188.61
40,165.74
41,171.48
42,184.07
43,168.35
44,185.56
45,187.44
46,191.41
47,175.91
48,178.44
49,182.64
50,192.32
51,194.89
52,181.55
53,204.17
54,184.01
55,199.55
56,191.45
57,202.36
58,197.81
59,206.01
60,209.07
