time,value
1,97.19
2,101.48
3,101.19
4,106.45
5,103.25
6,109.67
7,109.75
8,105.32
9,121.57
10,119.27
11,119.8
12,120.0
13,109.4
14,129.58
15,123.03
16,122.89
17,113.91
18,141.87
19,128.09
20,135.18
21,131.3
22,128.51
23,149.75
24,139.99
25,142.37
26,149.51
27,174.95
28,152.03
29,141.96
30,159.46
31,163.75
32,164.77
33,155.34
34,163.61
35,172.7
36,176.39
37,173.93
38,169.7
39,157.19
40,173.99
41,171.71
42,180.68
43,178.05
44,176.79
45,186.6
46,192.93
47,182.2
48,186.38
49,189.73
50,189.97
51,183.98
52,191.18
53,201.27
54,205.81
55,203.14
56,216.72
57,199.2
58,208.07
59,220.66
60,201.66
