time,value
1,104.4
2,103.57
3,88.3
4,101.5
5,115.48
6,109.6
7,111.57
8,117.99
9,119.25
10,109.05
11,124.15
12,129.68
13,134.48
14,123.83
15,131.55
16,112.49
17,128.31
18,130.22
19,144.85
20,120.26
21,125.43
22,145.18
23,145.44
24,133.19
25,148.32
26,152.2
27,148.34
28,136.15
29,147.86
30,163.94
31,143.41
32,157.97
33,156.85
34,164.06
35,168.49
36,163.56
37,173.01
38,164.61
39,165.52
40,169.48
41,173.3
42,189.67
43,185.69
44,199.06
45,177.72
46,181.77
47,176.57
48,186.97
49,187.97
50,203.23
51,192.66
52,185.13
53,203.74
54,189.99
55,199.17
56,187.47
57,199.09
58,200.75
59,200.86
60,200.97
