time,value
1,90.23
2,94.78
3,113.26
4,98.91
5,105.58
6,109.06
7,111.08
8,120.0
9,109.0
10,116.63
11,124.12
12,122.32
13,128.66
14,125.1
15,128.86
16,124.5
17,132.93
18,143.01
19,137.75
20,140.75
21,136.66
22,146.77
23,146.84
24,146.05
25,157.9
26,149.81
27,148.09
28,146.21
29,133.67
30,149.72
31,163.17
32,159.63
33,173.45
34,163.09
35,164.45
36,183.48
37,147.83
38,177.43
39,169.82
40,162.32
41,184.71
42,183.12
43,163.53
44,186.1
45,198.8
46,175.6
47,186.51
48,184.49
49,193.88
50,184.99
51,183.04
52,200.15
53,201.04
54,184.86
55,189.82
56,208.77
57,219.65
58,212.78
59,210.77
60,227.23
