time,value
1,95.62
2,111.13
3,104.08
4,118.85
5,116.05
6,109.11
7,114.41
8,121.42
9,121.65
10,126.76
11,124.89
12,105.12
13,124.16
14,124.5
15,141.98
16,137.12
17,140.07
18,128.1
19,140.39
20,146.38
21,128.96
22,145.99
23,154.03
24,148.65
25,131.99
26,152.33
27,139.28
28,146.38
29,148.96
30,157.46
31,161.04
32,150.7
33,170.76
34,163.12
35,147.97
36,167.41
37,174.84
38,169.54
39,171.92
40,172.24
41,173.92
42,182.19
43,176.21
44,172.24
45,181.98
46,173.65
47,193.94
48,183.58
49,186.48
50,203.91
51,191.14
52,198.64
53,196.21
54,197.0
55,194.41
56,211.9
57,210.9
58,201.8
59,224.06
60,207.23
