time,value
1,106.41
2,107.07
3,104.39
4,109.68
5,117.03
6,116.63
7,109.72
8,111.59
9,112.41
10,126.42
11,119.24
12,131.75
13,129.22
14,114.14
15,124.32
16,126.58
17,142.67
18,138.14
19,122.81
20,126.65
21,122.45
22,147.12
23,137.7
24,155.78
25,149.53
26,155.5
27,153.9
28,156.95
29,147.12
30,143.16
31,143.73
32,154.07
33,152.59
34,159.71
35,153.99
36,154.63
37,155.96
38,160.65
39,180.23
40,168.21
41,173.11
42,176.24
43,156.85
44,180.24
45,174.15
46,184.66
47,186.76
48,193.9
49,195.99
50,174.75
51,186.55
52,195.9
53,196.96
54,195.94
55,201.49
56,208.14
57,197.69
58,203.11
59,211.29
60,214.1
