time,value
1,92.38
2,100.31
3,112.8
4,99.28
5,115.03
6,119.53
7,109.46
8,110.53
9,119.1
10,113.49
11,105.2
12,125.93
13,115.15
14,126.32
15,115.69
16,123.07
17,133.14
18,122.17
19,126.1
20,128.55
21,147.79
22,136.73
23,152.52
24,151.83
25,150.77
26,149.52
27,139.74
28,149.2
29,156.87
30,150.46
31,153.91
32,147.96
33,153.7
34,163.66
35,151.12
36,168.42
37,179.49
38,169.3
39,166.9
40,166.0
41,163.16
42,165.0
43,168.99
44,192.15
45,180.54
46,174.26
47,181.8
48,181.49
49,201.48
50,183.19
51,197.14
52,191.36
53,191.61
54,211.28
55,195.71
56,206.16
57,201.18
58,200.07
59,213.96
60,217.05
