time,value
1,92.84
2,98.46
3,107.51
4,117.31
5,108.52
6,113.25
7,97.97
8,115.32
9,107.28
10,122.88
11,128.82
12,106.05
13,116.86
14,115.41
15,143.78
16,130.48
17,137.62
18,134.32
19,134.09
20,136.2
21,142.21
22,132.04
23,129.48
24,144.07
25,149.4
26,136.94
27,140.16
28,143.36
29,163.32
30,167.97
31,154.86
32,147.34
33,158.7
34,166.39
35,160.62
36,162.97
37,157.94
38,162.52
39,180.61
40,180.77
41,174.76
42,167.31
43,175.99
44,192.53
45,182.63
46,186.75
47,167.92
48,176.29
49,199.1
50,195.95
51,185.15
52,199.18
53,211.69
54,193.74
55,186.91
56,204.28
57,198.11
58,214.22
59,203.63
60,196.18
